cut,source,kind,in_ms,len_ms,inferred_slot,verdict,centroid,tilt,usable,alts,corr,fails,note
bone_crack_impact_composite-s01.wav,bone_crack_impact-composite.wav,short,18,360,imp_body,KEEP,2213,18.5,354,"surf_wood, surf_soft, limb_tap, gore_wet, settle_rest",1.0,,satellite @512ms -30dB
bone_crack_impact_composite-s02.wav,bone_crack_impact-composite.wav,short,368,150,imp_body,RETRY,4119,13.2,146,,1.0,"10 transients in lomid, slot wants 0-5",satellite @512ms -30dB
bone_crack_impact_composite-long.wav,bone_crack_impact-composite.wav,long,18,500,imp_body,KEEP,2252,18.3,495,"surf_soft, limb_tap",1.0,,satellite @512ms -30dB
crunsh_gran_or_gore_split_at_half_has_two_sound-s01.wav,crunsh_gran_or gore-split-at-half-has-two-sound.wav,short,66,208,,??,,,,,0.96,unknown slot,satellite @624ms -29dB; satellite @822ms -27dB
crunsh_gran_or_gore_split_at_half_has_two_sound-s02.wav,crunsh_gran_or gore-split-at-half-has-two-sound.wav,short,366,132,,??,,,,,0.96,unknown slot,satellite @624ms -29dB; satellite @822ms -27dB
crunsh_gran_or_gore_split_at_half_has_two_sound-s03.wav,crunsh_gran_or gore-split-at-half-has-two-sound.wav,short,528,88,,??,,,,,0.96,unknown slot,satellite @624ms -29dB; satellite @822ms -27dB
crunsh_gran_or_gore_split_at_half_has_two_sound-s04.wav,crunsh_gran_or gore-split-at-half-has-two-sound.wav,short,714,114,,??,,,,,0.96,unknown slot,satellite @624ms -29dB; satellite @822ms -27dB
crunsh_gran_or_gore_split_at_half_has_two_sound-s05.wav,crunsh_gran_or gore-split-at-half-has-two-sound.wav,short,874,74,,??,,,,,0.96,unknown slot,satellite @624ms -29dB; satellite @822ms -27dB
crunsh_gran_or_gore_split_at_half_has_two_sound-long.wav,crunsh_gran_or gore-split-at-half-has-two-sound.wav,long,66,882,,??,,,,,0.96,unknown slot,satellite @624ms -29dB; satellite @822ms -27dB
limb_tap-s01.wav,limb_tap.wav,single,22,214,limb_tap,KEEP,6350,-2.5,201,imp_transient,1.0,,
